clause_id,clause_type,contract_name,text,char_len
law_053_3a9fa7,Governing Law,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT.PDF","This Agreement shall be governed by and construed in accordance with the laws of the State of New York, without giving effect to any choice of law or conflict of law provision or rule whether such provision or rule is that of the State of New York or any other jurisdiction.",274
law_054_dee20e,Governing Law,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT.PDF,"Except to the extent governed by the U.S. Trademark Act of 1946 (Lanham Act, 15 U.S.C.  ""1051 et seq.),  this Agreement,  the other agreements  referred herein,  and the offer and the sale of the  franchise  shall be  governed in all respects  and  aspects  by the  laws of the  Commonwealth  of  Pennsylvania  and expressly  excluding  the laws  pertaining  to the choice of law and conflict of laws.",401
law_055_ac3b03,Governing Law,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT.pdf,This Amendment shall be governed by and construed in accordance with the laws of the Commonwealth of Pennsylvania.,114
law_056_f59218,Governing Law,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement.pdf,This Agreement shall be governed and construed in accordance with the laws of New York State   (without regard to the conflict of laws provisions thereof).,155
law_057_84bcfd,Governing Law,"VAPOTHERM, INC. - Manufacturing and Supply Agreement.PDF",This Agreement is governed by the laws of the State of New York without giving effect to principles of conflict of laws.,120
law_058_d413ee,Governing Law,FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement.pdf,This agreement and any dispute or claim arising out of or in connection with it or its subject matter or formation (including non-contractual disputes or claims) shall be governed by and construed in accordance with Ohio law.,225
law_059_a12e21,Governing Law,BIOFRONTERAAG_04_29_2019-EX-4.17-SUPPLY AGREEMENT.PDF,"This Agreement shall be governed by, and construed in accordance with, the laws of the State of New York, without reference to any principles of conflicts of law thereof.",170
law_060_9e8ab4,Governing Law,GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT.PDF,"This Agreement shall be governed and construed in accordance with the internal laws of the State of Texas, without giving effect to  principles of conflict of laws.",164
law_061_b4ca3b,Governing Law,CybergyHoldingsInc_20140520_10-Q_EX-10.27_8605784_EX-10.27_Affiliate Agreement.pdf,"This Agreement is accepted by Company in the State of Nevada and shall be governed by and construed in accordance with the laws thereof, which laws shall prevail in the event of any conflict.",191
law_062_b36400,Governing Law,WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement.pdf,"THIS AGREEMENT, AND THE RIGHTS AND OBLIGATIONS OF THE PARTIES, SHALL BE GOVERNED BY AND CONSTRUED AND ENFORCED IN ACCORDANCE WITH THE SUBSTANTIVE LAWS OF THE STATE OF TEXAS, U.S.A. WITHOUT REGARD TO ITS PRINCIPLES OF CONFLICTS OF LAWS.",235
law_063_d80bea,Governing Law,HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT.PDF,"This Agreement and its application and interpretation will be governed exclusively by its terms and the laws of the State of Nevada (USA), and excluding any conflicts of law provisions which would require the application of any law other than Nevada.",250
law_064_8a04ed,Governing Law,"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement.PDF",This Agreement shall be governed by and construed in accordance with the laws of the State of Missouri.,103
law_065_d5e309,Governing Law,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.8_11951679_EX-10.8_Service Agreement.pdf,"This Agreement shall be governed by and construed in accordance with the laws of the State of Ohio, without reference to principles of conflicts of law.",152
law_066_445883,Governing Law,NATIONALPROCESSINGINC_07_18_1996-EX-10.4-SPONSORSHIP AGREEMENT.PDF,"This Agreement and its interpretation shall be governed by the laws of the United States and, to the extent not inconsistent therewith, by the laws of the Commonwealth of Kentucky without regard to conflicts of laws rules.",222
law_067_78accd,Governing Law,IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT.PDF,"The interpretation, construction and performance of this Agreement, and the rights granted and obligations arising hereunder, shall be governed in accordance with the substantive laws of the State of New York, without regard to its conflicts of law rules.",255
law_068_9f89f8,Governing Law,"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT.PDF","This Agreement is deemed to have been entered into  in the State          of Colorado,  and its  interpretation,  construction,  and the remedies          for its  enforcement  or breach  are to be applied  pursuant  to and in          accordance with the laws of the State of Colorado.",286
law_069_5b1223,Governing Law,HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,This Agreement shall be governed by and construed in accordance with the laws of the State of Florida.,102
tfc_000_a6f747,Termination For Convenience,SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement.PDF,Party A is entitled to unilaterally terminate this Agreement within three natural months from the signing date of this Agreement.,129
tfc_001_4c05e1,Termination For Convenience,ALCOSTORESINC_12_14_2005-EX-10.26-AGENCY AGREEMENT.PDF,"So long as no default exists and is continuing hereunder or under the Lease, either party may terminate this Agreement at any time upon ____________ (______30________) days written notice to the other party; provided however that such termination shall not act as a termination of any Equipment leased hereunder.",312
tfc_002_ff1ba9,Termination For Convenience,NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT.PDF,FIIOC may terminate this Agreement at any time upon ninety (90) days' written notice to Company.,96
tfc_003_cdf66e,Termination For Convenience,ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.PDF,"This contract shall be for a term of one year commencing on the date first above written; thereafter, it shall automatically continue until terminated by either party upon not less than thirty (30) days prior written notice to the other party.",243
tfc_004_781a07,Termination For Convenience,CcRealEstateIncomeFundadv_20181205_POS 8C_EX-99.(H)(3)_11447739_EX-99.(H)(3)_Marketing Agreement.pdf,The term of this Agreement shall commence on the Effective Date and shall end on the 60th day following a written notice from one party to the other of its decision to terminate this Agreement at the end of such 60-day period or upon termination of the applicable Distribution Agreement with respect to a Fund.,310
tfc_005_1b17af,Termination For Convenience,NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF,"This Agreement may be terminated by Nexstar by written notice to WYZZ (i) any time upon six (6) months prior notice, (ii) on six (6) months prior notice following the sale of WYZZ-TV by WYZZ, and/or (iii) if Nexstar is not then in material default or breach hereof, and WYZZ is in material breach of its representations or its material obligations hereunder, and has failed to cure such breach within thirty (30) days of written notice from Nexstar; provided, no notice may be given pursuant to clause (i) of this section prior to the eighteen (18) month anniversary of the Effective Date.",589
tfc_006_c586e5,Termination For Convenience,ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,"This Agreement may be terminated subject to the following clauses:

  1.1.1. By either Vendor or Distributor, upon written notice of termination of this Agreement no later than ninety (90) calendar days prior to the expiration of the relevant Term, then in effect;",264
tfc_007_5bab1b,Termination For Convenience,"ADIANUTRITION,INC_04_01_2005-EX-10.D2-RESELLER AGREEMENT.PDF",PivX may terminate this Agreement for convenience by giving at least thirty (30) days written notice of termination to Detto.,125
tfc_008_b09d61,Termination For Convenience,"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1).PDF",Either party may terminate this Agreement at any time on prior written notice to the other.,91
tfc_009_133aae,Termination For Convenience,MOELIS&CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT.PDF,"At any time during a renewed term, this Agreement may be terminated by any party on six (6) months prior notice that it wishes to terminate the Agreement.",154
tfc_010_a54f68,Termination For Convenience,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT.PDF,The Contractor will have the ability to terminate this Agreement by giving 90 days' prior written notice to the  Company.,121
tfc_011_f62535,Termination For Convenience,EbixInc_20010515_10-Q_EX-10.3_4049767_EX-10.3_Co-Branding Agreement.pdf,"eBix may terminate this Agreement, [**] upon [**] to About; provided,       however, that the termination is no earlier than [**] of the Effective       Date of this Agreement.",176
tfc_012_57110f,Termination For Convenience,SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT.PDF,"This Agreement shall commence on the Effective Date and, unless terminated earlier pursuant to Section 3.2 or 3.3 of this Agreement, shall  continue until the twentieth (20th) anniversary of the Effective Date; provided, however, (i) Operator shall have the right to terminate this  Agreement at any time upon no less than 120 days prior written notice to Owner, if Operator provides a substitute operator acceptable to Owner,  as determined in its reasonable discretion, who (A) has experience operating similar assets, (B) has the ability to provide at least the same quality  of service as Operator, (C) has the financial ability to perform the obligations hereunder, and (D) is ready, willing and able to execute an operation  and maintenance agreement substantially similar to this Agreement and acceptable to Owner, as determined in its reasonable discretion, and  (ii) Owner shall have the right to terminate this Agreement at any time upon no less than 120 days prior written notice to Operator.",1003
